name,name_input,cas_number,delta_d,delta_p,delta_h,radius,type,subclass,data_type,data_reliability,confidence,source_count,source,source_url,name_iupac,name_common,name_common_all,name_acronyms,product_url,tds_url,sds_url,processing_notes,hidden
POLYVINYLALCOHOL 20 MIN,POLYVINYLALCOHOL 20 MIN,,11.2,12.4,13.0,12.1,condition entry,time_series,time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/POLYVINYLALCOHOL 20 MIN/property/IUPACName/JSON,POLYVINYLALCOHOL 20 MIN (time-series condition entry),POLYVINYLALCOHOL 20 MIN (time-series condition entry),MIN,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
POLYVINYLALCOHOL 1 HR,POLYVINYLALCOHOL 1 HR,,15.3,13.2,13.5,8.8,condition entry,time_series,time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/POLYVINYLALCOHOL 1 HR/property/IUPACName/JSON,PENDING|haiku: composition of POLYVINYLALCOHOL; condition: 1 HR,PENDING|haiku: composition of POLYVINYLALCOHOL; condition: 1 HR,HR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
POLYVINYLALCOHOL 4 HR,POLYVINYLALCOHOL 4 HR,,17.2,13.6,15.4,10.9,condition entry,time_series,time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/POLYVINYLALCOHOL 4 HR/property/IUPACName/JSON,PENDING|haiku: composition of POLYVINYLALCOHOL; condition: 4 HR,PENDING|haiku: composition of POLYVINYLALCOHOL; condition: 4 HR,HR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
POLYETHYLENE 20 MIN,POLYETHYLENE 20 MIN,,16.9,3.3,4.1,8.1,polyolefin,polyethylene,time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/POLYETHYLENE 20 MIN/property/IUPACName/JSON,polyethylene,polyethylene,MIN,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
POLYETHYLENE 1 HR,POLYETHYLENE 1 HR,,17.1,3.1,5.2,8.2,polyolefin,polyethylene,time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/POLYETHYLENE 1 HR/property/IUPACName/JSON,polyethylene,polyethylene,HR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
POLYETHYLENE 4 HR,POLYETHYLENE 4 HR,,24.1,14.9,0.3,24.3,polyolefin,polyethylene,time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/POLYETHYLENE 4 HR/property/IUPACName/JSON,polyethylene,polyethylene,HR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
VITON 20 MIN,VITON 20 MIN,,10.9,14.5,3.1,14.1,fluoroelastomer,vinylidene fluoride copolymer (FKM),time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/VITON 20 MIN/property/IUPACName/JSON,DuPont fluoroelastomer; VF2 copolymer,DuPont fluoroelastomer; VF2 copolymer,VITON; MIN,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
VITON 1 HR,VITON 1 HR,,16.5,8.1,8.3,6.6,fluoroelastomer,vinylidene fluoride copolymer (FKM),time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/VITON 1 HR/property/IUPACName/JSON,DuPont fluoroelastomer; VF2 copolymer,DuPont fluoroelastomer; VF2 copolymer,VITON; HR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
VITON 4 HR,VITON 4 HR,,13.6,15.4,8.6,14.4,fluoroelastomer,vinylidene fluoride copolymer (FKM),time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/VITON 4 HR/property/IUPACName/JSON,DuPont fluoroelastomer; VF2 copolymer,DuPont fluoroelastomer; VF2 copolymer,VITON; HR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
NEOPRENE 20 MIN,NEOPRENE 20 MIN,,17.6,2.5,5.9,6.2,rubber,polychloroprene (CR),time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/NEOPRENE 20 MIN/property/IUPACName/JSON,DuPont polychloroprene rubber,DuPont polychloroprene rubber,MIN,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
NEOPRENE 1 HR,NEOPRENE 1 HR,,19.0,8.0,0.0,13.2,rubber,polychloroprene (CR),time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/NEOPRENE 1 HR/property/IUPACName/JSON,DuPont polychloroprene rubber,DuPont polychloroprene rubber,HR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
NEOPRENE 4 HR,NEOPRENE 4 HR,,14.6,13.9,2.3,15.9,rubber,polychloroprene (CR),time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/NEOPRENE 4 HR/property/IUPACName/JSON,DuPont polychloroprene rubber,DuPont polychloroprene rubber,HR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
CH 5100 3 HR,CH 5100 3 HR,,16.6,5.4,4.0,3.8,condition entry,time_series,time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/CH 5100 3 HR/property/IUPACName/JSON,PENDING|haiku: composition of CH 5100; condition: 3 HR,PENDING|haiku: composition of CH 5100; condition: 3 HR,CH; HR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
CH 5200 3 HR,CH 5200 3 HR,,16.6,6.0,4.8,3.7,condition entry,time_series,time_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/CH 5200 3 HR/property/IUPACName/JSON,PENDING|haiku: composition of CH 5200; condition: 3 HR,PENDING|haiku: composition of CH 5200; condition: 3 HR,CH; HR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] time_series entry — CAS not assigned,true
PVDC (110C) SOLUBILITY,PVDC (110C) SOLUBILITY,,17.6,9.1,7.8,3.9,condition entry,temperature_series,temperature_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PVDC (110C) SOLUBILITY/property/IUPACName/JSON,PENDING|haiku: composition of PVDC (110C) SOLUBILITY,PENDING|haiku: composition of PVDC (110C) SOLUBILITY,PVDC,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] temperature_series entry — CAS not assigned,true
PVDC (130C) SOLUBILITY,PVDC (130C) SOLUBILITY,,20.4,10.0,10.2,7.6,condition entry,temperature_series,temperature_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PVDC (130C) SOLUBILITY/property/IUPACName/JSON,PENDING|haiku: composition of PVDC (130C) SOLUBILITY,PENDING|haiku: composition of PVDC (130C) SOLUBILITY,PVDC,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] temperature_series entry — CAS not assigned,true
PES L C=1,PES L C=1,,18.7,10.5,7.6,9.1,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PES L C=1/property/IUPACName/JSON,PENDING|haiku: composition of PES L C=1,PENDING|haiku: composition of PES L C=1,PES,"PENDING|brave:""PES L C=1"" manufacturer product page","PENDING|brave:""PES L C=1"" technical data sheet filetype:pdf","PENDING|brave:""PES L C=1"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PES L B + C =1,PES L B + C =1,,17.7,9.7,6.4,9.3,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PES L B + C =1/property/IUPACName/JSON,PENDING|haiku: composition of PES L B + C =1,PENDING|haiku: composition of PES L B + C =1,PES,"PENDING|brave:""PES L B + C =1"" manufacturer product page","PENDING|brave:""PES L B + C =1"" technical data sheet filetype:pdf","PENDING|brave:""PES L B + C =1"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PPS CR 93°C,PPS CR 93°C,,18.8,4.8,6.8,2.8,condition entry,temperature_series,temperature_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PPS CR 93°C/property/IUPACName/JSON,PENDING|haiku: composition of PPS CR 93°C,PENDING|haiku: composition of PPS CR 93°C,PPS; CR,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] temperature_series entry — CAS not assigned,true
PPS TS60%12MO,PPS TS60%12MO,,18.7,5.3,3.7,6.7,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PPS TS60%12MO/property/IUPACName/JSON,PPS TS60%12MO (concentration-series condition entry),PPS TS60%12MO (concentration-series condition entry),PPS,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PA6 CR,PA6 CR,,17.0,3.4,10.6,5.1,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PA6 CR/property/IUPACName/JSON,PENDING|haiku: composition of PA6 CR,PENDING|haiku: composition of PA6 CR,CR,"PENDING|brave:""PA6 CR"" manufacturer product page","PENDING|brave:""PA6 CR"" technical data sheet filetype:pdf","PENDING|brave:""PA6 CR"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PA66 SOL,PA66 SOL,,17.4,9.8,14.6,5.1,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PA66 SOL/property/IUPACName/JSON,PENDING|haiku: composition of PA66 SOL,PENDING|haiku: composition of PA66 SOL,SOL,"PENDING|brave:""PA66 SOL"" manufacturer product page","PENDING|brave:""PA66 SOL"" technical data sheet filetype:pdf","PENDING|brave:""PA66 SOL"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PA11 CR,PA11 CR,,17.0,4.4,10.6,5.1,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PA11 CR/property/IUPACName/JSON,PENDING|haiku: composition of PA11 CR,PENDING|haiku: composition of PA11 CR,CR,"PENDING|brave:""PA11 CR"" manufacturer product page","PENDING|brave:""PA11 CR"" technical data sheet filetype:pdf","PENDING|brave:""PA11 CR"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
POMH+POMC CR,POMH+POMC CR,,17.1,3.1,10.7,5.2,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/POMH+POMC CR/property/IUPACName/JSON,PENDING|haiku: composition of POMH+POMC CR,PENDING|haiku: composition of POMH+POMC CR,POMH; POMC; CR,"PENDING|brave:""POMH+POMC CR"" manufacturer product page","PENDING|brave:""POMH+POMC CR"" technical data sheet filetype:pdf","PENDING|brave:""POMH+POMC CR"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PETP CR,PETP CR,,18.2,6.4,6.6,5.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PETP CR/property/IUPACName/JSON,PENDING|haiku: composition of PETP CR,PENDING|haiku: composition of PETP CR,PETP; CR,"PENDING|brave:""PETP CR"" manufacturer product page","PENDING|brave:""PETP CR"" technical data sheet filetype:pdf","PENDING|brave:""PETP CR"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PTFE L80 CR,PTFE L80 CR,,16.2,1.8,3.4,3.9,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PTFE L80 CR/property/IUPACName/JSON,PENDING|haiku: composition of PTFE L80 CR,PENDING|haiku: composition of PTFE L80 CR,PTFE; CR,"PENDING|brave:""PTFE L80 CR"" manufacturer product page","PENDING|brave:""PTFE L80 CR"" technical data sheet filetype:pdf","PENDING|brave:""PTFE L80 CR"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PMMA CR,PMMA CR,,16.0,5.0,12.0,13.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PMMA CR/property/IUPACName/JSON,PENDING|haiku: composition of PMMA CR,PENDING|haiku: composition of PMMA CR,PMMA; CR,"PENDING|brave:""PMMA CR"" manufacturer product page","PENDING|brave:""PMMA CR"" technical data sheet filetype:pdf","PENDING|brave:""PMMA CR"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PE? CR QUESTIONABLE VALUES,PE? CR QUESTIONABLE VALUES,,16.8,5.4,2.4,4.7,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PE? CR QUESTIONABLE VALUES/property/IUPACName/JSON,PENDING|haiku: composition of PE? CR QUESTIONABLE VALUES,PENDING|haiku: composition of PE? CR QUESTIONABLE VALUES,PE; CR; VALUES,"PENDING|brave:""PE? CR QUESTIONABLE VALUES"" manufacturer product page","PENDING|brave:""PE? CR QUESTIONABLE VALUES"" technical data sheet filetype:pdf","PENDING|brave:""PE? CR QUESTIONABLE VALUES"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PPO CR,PPO CR,,17.9,3.1,8.5,8.6,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PPO CR/property/IUPACName/JSON,PENDING|haiku: composition of PPO CR,PENDING|haiku: composition of PPO CR,PPO; CR,"PENDING|brave:""PPO CR"" manufacturer product page","PENDING|brave:""PPO CR"" technical data sheet filetype:pdf","PENDING|brave:""PPO CR"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PUR CR,PUR CR,,18.1,9.3,4.5,9.7,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PUR CR/property/IUPACName/JSON,PENDING|haiku: composition of PUR CR,PENDING|haiku: composition of PUR CR,PUR; CR,"PENDING|brave:""PUR CR"" manufacturer product page","PENDING|brave:""PUR CR"" technical data sheet filetype:pdf","PENDING|brave:""PUR CR"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
ABS CR,ABS CR,,16.3,2.7,7.1,7.8,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/ABS CR/property/IUPACName/JSON,PENDING|haiku: composition of ABS CR,PENDING|haiku: composition of ABS CR,ABS; CR,"PENDING|brave:""ABS CR"" manufacturer product page","PENDING|brave:""ABS CR"" technical data sheet filetype:pdf","PENDING|brave:""ABS CR"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
PSU CR,PSU CR,,16.0,6.0,6.6,9.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PSU CR/property/IUPACName/JSON,PENDING|haiku: composition of PSU CR,PENDING|haiku: composition of PSU CR,PSU; CR,"PENDING|brave:""PSU CR"" manufacturer product page","PENDING|brave:""PSU CR"" technical data sheet filetype:pdf","PENDING|brave:""PSU CR"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
VINYL SILANE,VINYL SILANE,,16.4,3.7,4.5,10.0,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/VINYL SILANE/property/IUPACName/JSON,PENDING|haiku: composition of VINYL SILANE,PENDING|haiku: composition of VINYL SILANE,VINYL; SILANE,"PENDING|brave:""VINYL SILANE"" manufacturer product page","PENDING|brave:""VINYL SILANE"" technical data sheet filetype:pdf","PENDING|brave:""VINYL SILANE"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
CELLOPHAN SW,CELLOPHAN SW,,16.1,18.5,14.5,9.3,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/CELLOPHAN SW/property/IUPACName/JSON,PENDING|haiku: composition of CELLOPHAN SW,PENDING|haiku: composition of CELLOPHAN SW,SW,"PENDING|brave:""CELLOPHAN SW"" manufacturer product page","PENDING|brave:""CELLOPHAN SW"" technical data sheet filetype:pdf","PENDING|brave:""CELLOPHAN SW"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
EVOH SOL,EVOH SOL,,20.5,10.5,12.3,7.3,PENDING|haiku:classify,PENDING|haiku:subclassify,material,literature,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EVOH SOL/property/IUPACName/JSON,PENDING|haiku: composition of EVOH SOL,PENDING|haiku: composition of EVOH SOL,EVOH; SOL,"PENDING|brave:""EVOH SOL"" manufacturer product page","PENDING|brave:""EVOH SOL"" technical data sheet filetype:pdf","PENDING|brave:""EVOH SOL"" SDS filetype:pdf",hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] PENDING|pubchem/cascc: trade name CAS lookup required,false
