name,name_input,cas_number,delta_d,delta_p,delta_h,radius,type,confidence,source_count,source,source_url,name_iupac,name_common,name_common_all,name_acronyms,subclass,product_url
EPIKOTE 1009 (30%),EPIKOTE 1009 (30%),,19.8,10.6,10.3,9.7,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Bisphenol A diglycidyl ether, MW ~3750",high-MW solid epoxy resin,DGEBA; solid epoxy,EP,BPA epoxy solid,
EPIKOTE 1009 (10%),EPIKOTE 1009 (10%),,19.0,9.1,10.7,8.0,Epoxy Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,"Bisphenol A diglycidyl ether, MW ~3750",high-MW solid epoxy resin,DGEBA; solid epoxy,EP,BPA epoxy solid,
PIBMA (10%),PIBMA (10%),,17.0,4.6,7.6,9.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PIBMA (10%),PIBMA (10%),,PIBMA,
PIBMA (30%),PIBMA (30%),,17.1,5.9,0.7,7.307248,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PIBMA (30%),PIBMA (30%),,PIBMA,
PMMA (10%),PMMA (10%),,17.8,10.4,2.9,9.6,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PMMA (10%),PMMA (10%),,,
PMMA (30%),PMMA (30%),,17.2,7.2,3.5,4.8,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PMMA (30%),PMMA (30%),,,
PBMA (10%),PBMA (10%),,20.6,3.5,7.2,12.8,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PBMA (10%),PBMA (10%),,PBMA,
PBMA (30%),PBMA (30%),,18.1,5.7,0.0,8.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PBMA (30%),PBMA (30%),,PBMA,
PMMA (10%),PMMA (10%),,17.6,10.1,5.8,9.4,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PMMA (10%),PMMA (10%),,,
PMMA (30%),PMMA (30%),,17.5,5.5,3.8,4.5,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PMMA (30%),PMMA (30%),,,
PEMA (10%),PEMA (10%),,16.5,8.7,5.0,10.4,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PEMA (10%),PEMA (10%),,PEMA,
PEMA (30%),PEMA (30%),,16.9,7.8,0.5,7.3,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PEMA (30%),PEMA (30%),,PEMA,
CRODA AC500 THERMOSET (10%),CRODA AC500 THERMOSET (10%),,17.8,6.4,4.7,10.7,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CRODA AC500 THERMOSET (10%),CRODA AC500 THERMOSET (10%),,Thermoset Acrylic,
CRODA AC500 THERMOSET (30%),CRODA AC500 THERMOSET (30%),,21.2,1.4,10.7,12.3,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CRODA AC500 THERMOSET (30%),CRODA AC500 THERMOSET (30%),,Thermoset Acrylic,
CRODA AC550 THERMOSET (10%),CRODA AC550 THERMOSET (10%),,16.3,10.6,7.4,12.9,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CRODA AC550 THERMOSET (10%),CRODA AC550 THERMOSET (10%),,Thermoset Acrylic,
CRODA AC550 THERMOSET (30%),CRODA AC550 THERMOSET (30%),,16.3,10.6,7.4,12.9,Acrylic,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CRODA AC550 THERMOSET (30%),CRODA AC550 THERMOSET (30%),,Thermoset Acrylic,
LUMFLON LF200 (10%),LUMFLON LF200 (10%),,18.5,5.4,6.9,9.9,Fluoropolymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,LUMFLON LF200 (10%),LUMFLON LF200 (10%),,,
LUMFLON LF200 (30%),LUMFLON LF200 (30%),,20.1,4.4,3.2,8.5,Fluoropolymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,LUMFLON LF200 (30%),LUMFLON LF200 (30%),,,
LUMFLON LF916 (10%),LUMFLON LF916 (10%),,17.5,6.8,10.5,12.5,Fluoropolymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,LUMFLON LF916 (10%),LUMFLON LF916 (10%),,,
LUMFLON LF916 (30%),LUMFLON LF916 (30%),,18.1,3.9,8.3,8.8,Fluoropolymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,LUMFLON LF916 (30%),LUMFLON LF916 (30%),,,
PLASTOKYD S27 (30%),PLASTOKYD S27 (30%),,20.1,5.7,5.3,20.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PLASTOKYD S27 (30%),PLASTOKYD S27 (30%),,Alkyd,
PLASTOKYD SC140 (30%),PLASTOKYD SC140 (30%),,25.2,9.2,3.7,20.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PLASTOKYD SC140 (30%),PLASTOKYD SC140 (30%),,Alkyd,
PLASTOKYD SC400 (30%),PLASTOKYD SC400 (30%),,23.7,0.5,10.3,20.0,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PLASTOKYD SC400 (30%),PLASTOKYD SC400 (30%),,Alkyd,
PLASTOKYD AC4X (30%),PLASTOKYD AC4X (30%),,23.9,7.8,8.8,19.9,Polyester & Alkyd,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PLASTOKYD AC4X (30%),PLASTOKYD AC4X (30%),,Alkyd,
ALLOPRENE R10 (10%),ALLOPRENE R10 (10%),,19.5,9.2,6.9,7.5,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ALLOPRENE R10 (10%),ALLOPRENE R10 (10%),,,
ALLOPRENE R10 (30%),ALLOPRENE R10 (30%),,17.9,5.6,6.7,5.8,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ALLOPRENE R10 (30%),ALLOPRENE R10 (30%),,,
ALLOPRENE R10 (60%),ALLOPRENE R10 (60%),,19.6,6.5,5.8,9.1,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,ALLOPRENE R10 (60%),ALLOPRENE R10 (60%),,,
HYPALON 20 (30%),HYPALON 20 (30%),,20.3,3.2,0.7,11.3,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Chlorosulfonated polyethylene,chlorosulfonated PE,CSM; CSPE,,CSM,
POLYISOPRENE SW,POLYISOPRENE SW,,17.0,4.0,4.0,7.3,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,POLYISOPRENE SW,POLYISOPRENE SW,,,
BROMOBUTYL RUBBER S,BROMOBUTYL RUBBER S,,17.6,1.7,2.0,6.0,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,BROMOBUTYL RUBBER S,BROMOBUTYL RUBBER S,,,
BROMOBUTYL RUBBER L,BROMOBUTYL RUBBER L,,17.0,3.4,2.0,6.0,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,BROMOBUTYL RUBBER L,BROMOBUTYL RUBBER L,,,
NEOPRENE CR,NEOPRENE CR,,18.1,4.3,6.7,8.9,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,Polychloroprene,neoprene,CR; polychloroprene; chloroprene rubber,,Neoprene,
HYTREL,HYTREL +/- OK,,24.2,14.6,13.2,18.8,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,HYTREL,HYTREL,,TPE-E,
HYTREL,HYTREL +/- NOT OK,,26.4,18.8,7.4,26.3,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,HYTREL,HYTREL,,TPE-E,
HYPALON,HYPALON +/- OK,,18.4,3.6,6.4,9.0,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,HYPALON,HYPALON,,,
HYPALON,HYPALON +/- NOT OK,,18.4,5.6,6.0,9.4,Elastomer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,HYPALON,HYPALON,,,
EV A 4055 SOL,EV A 4055 SOL,,17.7,3.5,3.7,4.707248,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,EV A 4055 SOL,EV A 4055 SOL,,EVA,
TOPAS 6013 SOL,TOPAS 6013 SOL,,18.0,3.0,2.0,5.0,Polyolefin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,TOPAS 6013 SOL,TOPAS 6013 SOL,,,
CZ RESIN SOL,CZ RESIN SOL,,18.0,1.0,3.0,4.0,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CZ RESIN SOL,CZ RESIN SOL,,,
KAURI GUM,KAURI GUM,,18.7,8.1,13.0,8.2,Natural & Petroleum Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,KAURI GUM,KAURI GUM,,,
POLYVINYLPYRROLIDONE,POLYVINYLPYRROLIDONE (PVP),,21.4,11.6,21.6,17.3,Vinyl Polymer,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,POLYVINYLPYRROLIDONE,PVP,,,
PALM OIL,PALM OIL,,17.7,3.5,3.7,4.7,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,PALM OIL,PALM OIL,,,
BETHOXAZIN,BETHOXAZIN,163269-30-5,22.4,7.6,10.8,13.9,Phenolic Resin,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,BETHOXAZIN,BETHOXAZIN,,Benzoxazine,https://pubchem.ncbi.nlm.nih.gov/compound/12040175
CARBON-60,CARBON-60,,19.7,2.9,2.7,3.97248,Biological & Other,0.9,1,hsp_polymers_5,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/datasets/hspip_polymers/raw/HSPiP_polymers.csv,,CARBON-60,CARBON-60,,,
