name,name_input,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molar_volume,molecular_weight,boiling_point,density,category,cf_class,cf_subclass,name_iupac,name_common,name_common_all,name_acronyms,ghs_hazard,confidence,source_count,source,source_url,processing_notes
4-Chlorobenzotrichloride,4-Chlorobenzotrichloride,5216-25-1,,,20.3,5.5,3.5,153.8,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,4-chlorobenzotrichloride,4-Chlorobenzotrichloride,4-Chlorobenzotrichloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 4-Chlorobenzotrichloride
4-Chlorobenzyl Alcohol,4-Chlorobenzyl Alcohol,873-76-7,,,19.6,7.5,13.0,117.7,,,,alcohol,Benzene and substituted derivatives,Benzyl alcohols,4-chlorobenzyl alcohol,4-Chlorobenzyl Alcohol,4-Chlorobenzyl Alcohol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 4-Chlorobenzyl Alcohol
4-Chlorothiophenol,4-Chlorothiophenol,106-54-7,,,20.8,8.6,10.6,100.0,,,,alcohol,Thiophenols,,4-chlorothiophenol,4-Chlorothiophenol,4-Chlorothiophenol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 4-Chlorothiophenol
4-Ethoxy Acetophenone,4-Ethoxy Acetophenone,1676-63-7,,,18.8,10.3,6.4,162.6,,,,ketone,,,4-ethoxy acetophenone,4-Ethoxy Acetophenone,4-Ethoxy Acetophenone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 4-Ethoxy Acetophenone
4-Fluoro-3-Nitrobenzofluorid,4-Fluoro-3-Nitrobenzofluorid,,,,19.4,7.2,3.7,108.4,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: 4-Fluoro-3-Nitrobenzofluorid
4-Fluoropropiophenone,4-Fluoropropiophenone,582-83-2,,,19.6,7.1,3.5,138.8,,,,ketone,Organooxygen compounds,Carbonyl compounds,4-fluoropropiophenone,4-Fluoropropiophenone,4-Fluoropropiophenone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 4-Fluoropropiophenone
4-Hydroxy Benzaldehyde,4-Hydroxy Benzaldehyde,123-08-0,,,19.4,15.2,14.5,108.2,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,4-hydroxy benzaldehyde,4-Hydroxy Benzaldehyde,4-Hydroxy Benzaldehyde,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 4-Hydroxy Benzaldehyde
"4-Iodo-1,2-Butadiene","4-Iodo-1,2-Butadiene",29871-57-6,,,17.4,6.3,6.2,105.1,,,,halogenated,,,"4-iodo-1,2-butadiene","4-Iodo-1,2-Butadiene","4-Iodo-1,2-Butadiene",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 4-Iodo-1,2-Butadiene"
4-Methoxy Acetophenone,4-Methoxy Acetophenone,100-06-1,,,18.9,11.2,7.0,137.8,,,,ketone,Organooxygen compounds,Carbonyl compounds,4-methoxy acetophenone,4-Methoxy Acetophenone,4-Methoxy Acetophenone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 4-Methoxy Acetophenone
4-Methoxy Benzonitrile,4-Methoxy Benzonitrile,874-90-8,,,19.4,16.7,5.4,121.0,,,,nitrile,Benzene and substituted derivatives,Benzonitriles,4-methoxy benzonitrile,4-Methoxy Benzonitrile,4-Methoxy Benzonitrile,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 4-Methoxy Benzonitrile
4-Nitrochlorobenzene,4-Nitrochlorobenzene,,,,20.0,8.8,3.9,121.2,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: 4-Nitrochlorobenzene
4-Nitrophenol,4-Nitrophenol,100-02-7,,,20.4,20.9,15.1,93.1,,,,alcohol,Phenols,Nitrophenols,4-nitrophenol,4-Nitrophenol,4-Nitrophenol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 4-Nitrophenol
4-Pentenal,4-Pentenal,2100-17-6,,,15.5,8.1,6.8,98.7,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,4-pentenal,4-Pentenal,4-Pentenal,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 4-Pentenal
4-Vinyl Pyridine,4-Vinyl Pyridine,100-43-6,,,18.1,7.2,6.8,107.3,,,,amine,Pyridines and derivatives,,4-vinyl pyridine,4-Vinyl Pyridine,4-Vinyl Pyridine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 4-Vinyl Pyridine
5-Bromo-2-Nitrobenzotrifluorid,5-Bromo-2-Nitrobenzotrifluorid,,,,20.0,6.0,4.9,150.1,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: 5-Bromo-2-Nitrobenzotrifluorid
6-Chloro-2-Nitrotoluene,6-Chloro-2-Nitrotoluene,83-42-1,,,20.3,9.6,3.8,132.0,,,,nitro,Benzene and substituted derivatives,Nitrobenzenes,6-chloro-2-nitrotoluene,6-Chloro-2-Nitrotoluene,6-Chloro-2-Nitrotoluene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 6-Chloro-2-Nitrotoluene
"9,10-Phenanthrenequinone","9,10-Phenanthrenequinone",84-11-7,,,20.3,17.1,4.8,148.2,,,,ketone,Phenanthrenes and derivatives,Phenanthraquinones,"9,10-phenanthrenequinone","9,10-Phenanthrenequinone","9,10-Phenanthrenequinone",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: 9,10-Phenanthrenequinone"
Acetaldehyde,Acetaldehyde,75-07-0,,,14.7,12.5,7.9,56.6,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,acetaldehyde,Acetaldehyde,Acetaldehyde,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetaldehyde
Acetaldoxime,Acetaldoxime,107-29-9,,,16.3,4.0,20.2,61.2,,,,amine,Organonitrogen compounds,Oximes,acetaldoxime,Acetaldoxime,Acetaldoxime,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetaldoxime
Acetamide,Acetamide,60-35-5,,,17.3,18.7,22.4,60.8,,,,amide,Carboximidic acids and derivatives,Carboximidic acids,acetamide,Acetamide,Acetamide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetamide
Acetanilide,Acetanilide,103-84-4,,,20.6,13.3,12.4,110.9,,,,amide,Benzene and substituted derivatives,,acetanilide,Acetanilide,Acetanilide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetanilide
Acetic Acid,Acetic Acid,64-19-7,,,14.5,8.0,13.5,57.1,,,,acid,Carboxylic acids and derivatives,Carboxylic acids,acetic acid,Acetic Acid,Acetic Acid; AcOH; HOAc,AcOH; HOAc,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetic Acid
Acetic Anhydride,Acetic Anhydride,108-24-7,,,16.0,11.7,10.2,94.5,,,,ester,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,acetic anhydride,Acetic Anhydride,Acetic Anhydride; Ac2O,Ac2O,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetic Anhydride
Acetone,Acetone,67-64-1,,,15.5,10.4,7.0,74.0,,,,ketone,Organooxygen compounds,Carbonyl compounds,acetone,Acetone,Acetone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetone
Acetonecyanhydrin,Acetonecyanhydrin,75-86-5,,,16.6,12.2,15.5,94.0,,,,ketone,Organooxygen compounds,Alcohols and polyols,acetonecyanhydrin,Acetonecyanhydrin,Acetonecyanhydrin,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetonecyanhydrin
Acetonemethyloxime,Acetonemethyloxime,3376-35-0,,,14.7,4.6,4.6,96.7,,,,ketone,Organonitrogen compounds,Oximes,acetonemethyloxime,Acetonemethyloxime,Acetonemethyloxime,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetonemethyloxime
Acetonitrile,Acetonitrile,75-05-8,,,15.3,18.0,6.1,52.6,,,,nitrile,Organonitrogen compounds,Organic cyanides,acetonitrile,Acetonitrile,Acetonitrile; MeCN; ACN,MeCN; ACN,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetonitrile
Acetophenone,Acetophenone,98-86-2,,,19.6,8.6,3.7,117.4,,,,ketone,Organooxygen compounds,Carbonyl compounds,acetophenone,Acetophenone,Acetophenone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetophenone
Acetoxime,Acetoxime,127-06-0,,,16.3,3.7,10.9,80.2,,,,amine,Organonitrogen compounds,Oximes,acetoxime,Acetoxime,Acetoxime,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetoxime
Acetyl Salicylic Acid,Acetyl Salicylic Acid,50-78-2,,,19.0,6.6,9.3,133.5,,,,acid,Benzene and substituted derivatives,Benzoic acids and derivatives,acetyl salicylic acid,Acetyl Salicylic Acid,Acetyl Salicylic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetyl Salicylic Acid
Acetyl Triethyl Citrate,Acetyl Triethyl Citrate,77-89-4,,,16.6,3.5,8.6,279.9,,,,ester,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,acetyl triethyl citrate,Acetyl Triethyl Citrate,Acetyl Triethyl Citrate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetyl Triethyl Citrate
Acetylacetone,Acetylacetone,123-54-6,,,16.1,11.2,6.2,103.0,,,,ketone,Organooxygen compounds,Carbonyl compounds,acetylacetone,Acetylacetone,Acetylacetone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetylacetone
Acetylbromide,Acetylbromide,506-96-7,,,16.7,10.6,5.2,74.0,,,,halogenated,Acyl halides,Acyl bromides,acetylbromide,Acetylbromide,Acetylbromide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetylbromide
Acetylchloride,Acetylchloride,75-36-5,,,16.2,11.2,5.8,71.4,,,,halogenated,,,acetylchloride,Acetylchloride,Acetylchloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetylchloride
Acetylene (Ethyne),Acetylene (Ethyne),74-86-2,,,14.4,4.2,11.9,42.1,,,,hydrocarbon,,,acetylene (ethyne),Acetylene (Ethyne),Acetylene (Ethyne),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acetylene (Ethyne)
Acetylfluorid,Acetylfluorid,,,,14.7,14.0,5.7,62.0,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Acetylfluorid
Acridine,Acridine,260-94-6,,,21.7,5.9,2.0,163.0,,,,heterocyclic,,,acridine,Acridine,Acridine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acridine
Acrolein,Acrolein,107-02-8,,,15.0,7.2,7.8,66.7,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,acrolein,Acrolein,Acrolein,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acrolein
Acrylamide,Acrylamide,79-06-1,,,15.8,12.1,12.8,63.4,,,,amide,,,acrylamide,Acrylamide,Acrylamide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acrylamide
Acrylic Acid,Acrylic Acid,79-10-7,,,17.7,6.4,14.9,68.5,,,,acid,Carboxylic acids and derivatives,Acrylic acids and derivatives,acrylic acid,Acrylic Acid,Acrylic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acrylic Acid
Acrylonitrile,Acrylonitrile,107-13-1,,,16.0,12.8,6.8,67.1,,,,nitrile,,,acrylonitrile,Acrylonitrile,Acrylonitrile,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acrylonitrile
Acrylylchloride,Acrylylchloride,814-68-6,,,16.2,11.6,5.4,81.3,,,,halogenated,,,acrylylchloride,Acrylylchloride,Acrylylchloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Acrylylchloride
"Adipic Acid (1,6-Hexanedioic)","Adipic Acid (1,6-Hexanedioic)",124-04-9,,,17.1,9.0,14.6,107.5,,,,acid,,,"adipic acid (1,6-hexanedioic)","Adipic Acid (1,6-Hexanedioic)","Adipic Acid (1,6-Hexanedioic)",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Adipic Acid (1,6-Hexanedioic)"
Adrenaline,Adrenaline,,,,20.5,8.7,19.9,154.5,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Adrenaline
alfa-Chloro Acetophenone,alfa-Chloro Acetophenone,,,,20.0,9.6,5.7,116.8,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: alfa-Chloro Acetophenone
alfa-Methyl Styrene,alfa-Methyl Styrene,,,,18.5,2.4,2.4,130.0,,,,aromatic,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: alfa-Methyl Styrene
Allyl Acetate,Allyl Acetate,591-87-7,,,15.7,4.5,8.0,108.5,,,,ester,,,allyl acetate,Allyl Acetate,Allyl Acetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Acetate
Allyl Acetic Acid,Allyl Acetic Acid,591-80-0,,,16.7,4.7,11.3,102.1,,,,acid,Fatty Acyls,Fatty acids and conjugates,allyl acetic acid,Allyl Acetic Acid,Allyl Acetic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Acetic Acid
Allyl Acetoacetate,Allyl Acetoacetate,1118-84-9,,,15.9,6.9,8.6,137.8,,,,ester,Keto acids and derivatives,Beta-keto acids and derivatives,allyl acetoacetate,Allyl Acetoacetate,Allyl Acetoacetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Acetoacetate
Allyl Acetonitrile (4-Pentenenitrile),Allyl Acetonitrile (4-Pentenenitrile),,,,16.3,11.2,5.0,98.5,,,,nitrile,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Allyl Acetonitrile (4-Pentenenitrile)
Allyl Alcohol,Allyl Alcohol,107-18-6,,,16.2,10.8,16.8,68.4,,,,alcohol,Organooxygen compounds,Alcohols and polyols,allyl alcohol,Allyl Alcohol,Allyl Alcohol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Alcohol
Allyl Amine,Allyl Amine,107-11-9,,,15.5,5.7,10.6,74.9,,,,amine,Organonitrogen compounds,Amines,allyl amine,Allyl Amine,Allyl Amine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Amine
Allyl Bromide (3-Bromoprene),Allyl Bromide (3-Bromoprene),106-95-6,,,16.5,7.3,4.9,86.5,,,,halogenated,Organobromides,,allyl bromide (3-bromoprene),Allyl Bromide (3-Bromoprene),Allyl Bromide (3-Bromoprene),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Bromide (3-Bromoprene)
Allyl Chloride,Allyl Chloride,107-05-1,,,17.0,6.2,2.3,82.3,,,,halogenated,Organochlorides,,allyl chloride,Allyl Chloride,Allyl Chloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Chloride
Allyl Cyanide,Allyl Cyanide,109-75-1,,,16.0,14.3,5.6,80.5,,,,nitrile,Organonitrogen compounds,Organic cyanides,allyl cyanide,Allyl Cyanide,Allyl Cyanide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Cyanide
Allyl Ethylether,Allyl Ethylether,557-31-3,,,15.0,4.8,5.1,112.6,,,,ether,Organooxygen compounds,Ethers,allyl ethylether,Allyl Ethylether,Allyl Ethylether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Ethylether
Allyl Fluoride,Allyl Fluoride,818-92-8,,,14.9,6.4,1.0,71.5,,,,halogenated,Organofluorides,,allyl fluoride,Allyl Fluoride,Allyl Fluoride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Fluoride
Allyl Formate,Allyl Formate,1838-59-1,,,15.7,5.4,8.8,91.0,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,allyl formate,Allyl Formate,Allyl Formate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Formate
Allyl Iodide,Allyl Iodide,556-56-9,,,17.4,6.4,3.3,90.8,,,,halogenated,Organoiodides,,allyl iodide,Allyl Iodide,Allyl Iodide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Iodide
Allyl Isocyanide,Allyl Isocyanide,2835-21-4,,,16.1,13.0,5.4,84.5,,,,nitrile,Organonitrogen compounds,Organic isocyanides,allyl isocyanide,Allyl Isocyanide,Allyl Isocyanide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Isocyanide
Allyl Isopropyl Ether,Allyl Isopropyl Ether,6140-80-3,,,15.0,4.1,7.1,129.0,,,,ether,,,allyl isopropyl ether,Allyl Isopropyl Ether,Allyl Isopropyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Isopropyl Ether
Allyl Isothiocyanate,Allyl Isothiocyanate,57-06-7,,,17.0,11.3,8.5,98.0,,,,sulfur compound,Isothiocyanates,,allyl isothiocyanate,Allyl Isothiocyanate,Allyl Isothiocyanate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Isothiocyanate
Allyl Mercaptan,Allyl Mercaptan,870-23-5,,,16.4,6.2,7.9,80.2,,,,sulfur compound,Allyl sulfur compounds,,allyl mercaptan,Allyl Mercaptan,Allyl Mercaptan,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Mercaptan
Allyl Methacrylate,Allyl Methacrylate,96-05-9,,,15.2,4.1,7.5,134.8,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,allyl methacrylate,Allyl Methacrylate,Allyl Methacrylate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Allyl Methacrylate
Allyl Methylether,Allyl Methylether,,,,15.0,4.3,5.9,93.7,,,,ether,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Allyl Methylether
"alpha,alpha,alpha Trifluoro oluene","alpha,alpha,alpha Trifluoro oluene",,,,17.5,8.8,0.0,122.9,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,"[CAS] PubChem CID not found for: alpha,alpha,alpha Trifluoro oluene"
Ammonia,Ammonia,7664-41-7,,,13.7,15.7,17.8,20.8,,,,inorganic,,,ammonia,Ammonia,Ammonia,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ammonia
Amphetamine,Amphetamine,300-62-9,,,17.5,4.3,6.3,148.1,,,,amine,,,amphetamine,Amphetamine,Amphetamine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Amphetamine
Amyl Acetate,Amyl Acetate,628-63-7,,,15.8,3.3,6.1,148.0,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,amyl acetate,Amyl Acetate,Amyl Acetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Amyl Acetate
Anethole (Trans),Anethole (Trans),104-46-1,,,19.0,4.3,8.7,150.0,,,,aromatic,Phenol ethers,Anisoles,anethole (trans),Anethole (Trans),Anethole (Trans),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Anethole (Trans)
Aniline,Aniline,62-53-3,,,19.4,5.1,10.2,91.5,,,,amine,,,aniline,Aniline,Aniline,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Aniline
Anisaldehyde (2-Methoxy,Anisaldehyde (2-Methoxy,,,,19.4,11.9,8.3,120.8,,,,glycol ether,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Anisaldehyde (2-Methoxy
Anisidine (2-Methoxyaniline),Anisidine (2-Methoxyaniline),90-04-0,,,19.5,5.4,11.4,112.2,,,,amine,,,anisidine (2-methoxyaniline),Anisidine (2-Methoxyaniline),Anisidine (2-Methoxyaniline),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Anisidine (2-Methoxyaniline)
Anisole,Anisole,100-66-3,,,17.8,4.1,6.7,119.1,,,,ether,Phenol ethers,Anisoles,anisole,Anisole,Anisole,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Anisole
Ascorbic Acid,Ascorbic Acid,50-81-7,,,18.0,12.6,27.6,106.7,,,,acid,,,ascorbic acid,Ascorbic Acid,Ascorbic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Ascorbic Acid
Azidoethane,Azidoethane,871-31-8,,,15.9,8.9,12.9,79.0,,,,alcohol,"Allyl-type 1,3-dipolar organic compounds",Azo imides,azidoethane,Azidoethane,Azidoethane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Azidoethane
Benzal Chloride,Benzal Chloride,,,,19.9,6.6,2.4,134.2,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Benzal Chloride
Benzaldehyde,Benzaldehyde,100-52-7,,,19.4,7.4,5.3,101.5,,,,aldehyde,Benzene and substituted derivatives,Benzoyl derivatives,benzaldehyde,Benzaldehyde,Benzaldehyde,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzaldehyde
Benzamide,Benzamide,55-21-0,,,21.2,14.7,11.2,90.3,,,,amide,Benzene and substituted derivatives,Benzoic acids and derivatives,benzamide,Benzamide,Benzamide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzamide
Benzene,Benzene,71-43-2,,,18.4,0.0,2.0,89.4,,,,aromatic,,,benzene,Benzene,Benzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzene
Benzimidazole,Benzimidazole,51-17-2,,,20.6,14.9,11.0,102.7,,,,amine,Benzimidazoles,,benzimidazole,Benzimidazole,Benzimidazole,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzimidazole
Benzisoxazole,Benzisoxazole,271-58-9,,,20.6,11.5,8.8,100.7,,,,heterocyclic,,,benzisoxazole,Benzisoxazole,Benzisoxazole,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzisoxazole
Benzoic Acid,Benzoic Acid,65-85-0,,,18.2,6.9,9.8,113.1,,,,acid,,,benzoic acid,Benzoic Acid,Benzoic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzoic Acid
Benzoin,Benzoin,119-53-9,,,19.9,9.7,10.7,187.7,,,,ketone,Stilbenes,Benzoins,benzoin,Benzoin,Benzoin,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzoin
Benzonitrile,Benzonitrile,100-47-0,,,17.4,9.0,3.3,102.6,,,,nitrile,,,benzonitrile,Benzonitrile,Benzonitrile,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzonitrile
Benzophenone,Benzophenone,119-61-9,,,19.6,8.6,5.7,164.2,,,,ketone,Benzene and substituted derivatives,Benzophenones,benzophenone,Benzophenone,Benzophenone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzophenone
Benzothiazole,Benzothiazole,95-16-9,,,20.6,5.2,8.4,108.5,,,,heterocyclic,,,benzothiazole,Benzothiazole,Benzothiazole,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzothiazole
Benzotrichloride,Benzotrichloride,98-07-7,,,20.2,6.6,3.2,142.1,,,,halogenated,Benzene and substituted derivatives,,benzotrichloride,Benzotrichloride,Benzotrichloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzotrichloride
Benzoyl Chloride,Benzoyl Chloride,98-88-4,,,20.7,8.2,4.5,116.0,,,,halogenated,Benzene and substituted derivatives,Benzoic acids and derivatives,benzoyl chloride,Benzoyl Chloride,Benzoyl Chloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzoyl Chloride
Benzyl Acetate,Benzyl Acetate,140-11-4,,,18.3,5.7,6.0,142.8,,,,ester,Benzene and substituted derivatives,Benzyloxycarbonyls,benzyl acetate,Benzyl Acetate,Benzyl Acetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzyl Acetate
Benzyl Alcohol,Benzyl Alcohol,100-51-6,,,18.4,6.3,13.7,103.6,,,,alcohol,,,benzyl alcohol,Benzyl Alcohol,Benzyl Alcohol; BnOH,BnOH,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Benzyl Alcohol
